Genre (Summary Genre By Region),Last Updated (Summary Genre By Region),Region Name (Summary Genre By Region),Listen Count
Italo-Disco,1/16/2026 7:35:05 PM,Southeast,16
Philly Soul,1/16/2026 7:35:05 PM,Northeast,10
Black Metal,1/16/2026 7:35:05 PM,Unknown,4
Heavy Prog,1/16/2026 7:35:05 PM,West,6
Atmospheric Melodic Gothic Metal,1/16/2026 7:35:05 PM,Unknown,1
Progressive Rock,1/16/2026 7:35:05 PM,Midwest,1327
Soft Rock,1/16/2026 7:35:05 PM,Midwest,800
Funk Rock,1/16/2026 7:35:05 PM,Midwest,4
Dance-Pop,1/16/2026 7:35:05 PM,Northeast,472
Celtic Rock,1/16/2026 7:35:05 PM,West,43
Contemporary Christian,1/16/2026 7:35:05 PM,Northeast,569
Roots Reggae,1/16/2026 7:35:05 PM,Midwest,29
Tango,1/16/2026 7:35:05 PM,Northeast,51
Gaita,1/16/2026 7:35:05 PM,Unknown,1
British String Quartet,1/16/2026 7:35:05 PM,West,1
Celtic Rock,1/16/2026 7:35:05 PM,Southeast,51
Synthie/Electro-Pop,1/16/2026 7:35:05 PM,West,2
Classic Pop And Rock,1/16/2026 7:35:05 PM,Northeast,941
Microhouse,1/16/2026 7:35:05 PM,Southeast,27
Underground Hip Hop,1/16/2026 7:35:05 PM,Northeast,12
Doo-Wop,1/16/2026 7:35:05 PM,Northeast,273
Hair Metal,1/16/2026 7:35:05 PM,Southeast,4
Zeuhl,1/16/2026 7:35:05 PM,Midwest,1
Celtic Punk,1/16/2026 7:35:05 PM,Southeast,726
Progressive Trance,1/16/2026 7:35:05 PM,Midwest,21
Powerviolence,1/16/2026 7:35:05 PM,West,1
Goa Trance,1/16/2026 7:35:05 PM,Unknown,1
Post-Rock,1/16/2026 7:35:05 PM,Southeast,1242
Hi-Nrg,1/16/2026 7:35:05 PM,Midwest,21
Songwriter,1/16/2026 7:35:05 PM,Midwest,18
Cologne,1/16/2026 7:35:05 PM,Midwest,3
Died From Myocardial Infarction,1/16/2026 7:35:05 PM,Midwest,3
Dance-Pop,1/16/2026 7:35:05 PM,Midwest,681
Ethnic Electronica,1/16/2026 7:35:05 PM,Southeast,85
Gangsta Rap,1/16/2026 7:35:05 PM,West,65
Microhouse,1/16/2026 7:35:05 PM,West,25
Stoner Rock,1/16/2026 7:35:05 PM,Southeast,580
Synth Pop,1/16/2026 7:35:05 PM,Northeast,23
Slovak,1/16/2026 7:35:05 PM,Southeast,81
Nerdcore,1/16/2026 7:35:05 PM,Midwest,33
Goy Karamelo,1/16/2026 7:35:05 PM,West,7
Merseybeat,1/16/2026 7:35:05 PM,Unknown,3
Jùjú,1/16/2026 7:35:05 PM,Midwest,3
Bluegrass Gospel,1/16/2026 7:35:05 PM,West,1
Happy Hardcore,1/16/2026 7:35:05 PM,Northeast,36
Trova,1/16/2026 7:35:05 PM,Unknown,1
Post-Punk,1/16/2026 7:35:05 PM,Northeast,380
Piano Rock,1/16/2026 7:35:05 PM,Northeast,126
Sephardi,1/16/2026 7:35:05 PM,Midwest,6
Secret Machines,1/16/2026 7:35:05 PM,West,62
Bebop,1/16/2026 7:35:05 PM,Midwest,6
Singer/Songwriter,1/16/2026 7:35:05 PM,West,65
Noise Pop,1/16/2026 7:35:05 PM,West,37
Religious,1/16/2026 7:35:05 PM,Northeast,8
Freakbeat,1/16/2026 7:35:05 PM,Northeast,4
Orbital,1/16/2026 7:35:05 PM,Southeast,4
Rap Rock,1/16/2026 7:35:05 PM,Midwest,47
Dub,1/16/2026 7:35:05 PM,Southeast,458
Neon Light,1/16/2026 7:35:05 PM,Midwest,1
Latin Ballad,1/16/2026 7:35:05 PM,Northeast,45
Hindustani Classical,1/16/2026 7:35:05 PM,Midwest,38
Phil Lee,1/16/2026 7:35:05 PM,Midwest,1
Topnotch,1/16/2026 7:35:05 PM,Southeast,2
Viking Metal,1/16/2026 7:35:05 PM,Midwest,3
Third Wave Ska,1/16/2026 7:35:05 PM,West,2
Tripop,1/16/2026 7:35:05 PM,Northeast,1
Australia,1/16/2026 7:35:05 PM,Southeast,5
Andrews Sisters,1/16/2026 7:35:05 PM,West,8
World,1/16/2026 7:35:05 PM,Southeast,675
Tech Trance,1/16/2026 7:35:05 PM,Southeast,5
Indietronica,1/16/2026 7:35:05 PM,Southeast,1494
Emo Pop,1/16/2026 7:35:05 PM,Southeast,344
27 Club,1/16/2026 7:35:05 PM,Northeast,5
Visual Kei,1/16/2026 7:35:05 PM,Northeast,12
Beirut,1/16/2026 7:35:05 PM,Southeast,8
Santa,1/16/2026 7:35:05 PM,Northeast,13
Contemporary Jazz,1/16/2026 7:35:05 PM,West,61
Acid Trance,1/16/2026 7:35:05 PM,West,1
Turntablism,1/16/2026 7:35:05 PM,Midwest,13
Dreampop,1/16/2026 7:35:05 PM,West,1
Shoegaze,1/16/2026 7:35:05 PM,Midwest,171
Melodic Metalcore,1/16/2026 7:35:05 PM,West,70
American Primitivism,1/16/2026 7:35:05 PM,Northeast,3
Ccm,1/16/2026 7:35:05 PM,Unknown,1
Alternative Metal,1/16/2026 7:35:05 PM,West,2953
Folktronica,1/16/2026 7:35:05 PM,West,18
Sophisti-Pop,1/16/2026 7:35:05 PM,Northeast,2
Power Pop,1/16/2026 7:35:05 PM,West,364
Deep House,1/16/2026 7:35:05 PM,Southeast,10
British,1/16/2026 7:35:05 PM,Southeast,1070
Brazilian Rock,1/16/2026 7:35:05 PM,Midwest,4
Non-Musician,1/16/2026 7:35:05 PM,Northeast,1
Balearic Beat,1/16/2026 7:35:05 PM,Southeast,53
#Watashiwa,1/16/2026 7:35:05 PM,Southeast,2
Canadian Hip Hop,1/16/2026 7:35:05 PM,Southeast,4
Zoblazo,1/16/2026 7:35:05 PM,Southeast,3
Noise Pop,1/16/2026 7:35:05 PM,Southeast,68
Hungarian,1/16/2026 7:35:05 PM,Southeast,134
French Touch,1/16/2026 7:35:05 PM,Northeast,2
New Beat,1/16/2026 7:35:05 PM,Southeast,7
Hill Country Blues,1/16/2026 7:35:05 PM,Midwest,11
Barbershop,1/16/2026 7:35:05 PM,Midwest,1
Big Beat,1/16/2026 7:35:05 PM,Midwest,571
Fife And Drum Blues,1/16/2026 7:35:05 PM,West,3
Disco,1/16/2026 7:35:05 PM,Southeast,442
New Age,1/16/2026 7:35:05 PM,West,1145
Baroque Pop,1/16/2026 7:35:05 PM,Southeast,53
Romanian Band,1/16/2026 7:35:05 PM,West,2
African Blues,1/16/2026 7:35:05 PM,Northeast,8
Poet,1/16/2026 7:35:05 PM,West,4
Lambada,1/16/2026 7:35:05 PM,Northeast,23
Crossover Thrash,1/16/2026 7:35:05 PM,Midwest,1
Ingénieur Du Son,1/16/2026 7:35:05 PM,Midwest,1
Easy Listening Soundtracks And Musicals,1/16/2026 7:35:05 PM,Southeast,1
Jug Band,1/16/2026 7:35:05 PM,Midwest,7
K-Pop,1/16/2026 7:35:05 PM,Southeast,10
Nueva Canción Chilena,1/16/2026 7:35:05 PM,Northeast,49
Boy Band,1/16/2026 7:35:05 PM,Northeast,28
Experimental Hip Hop,1/16/2026 7:35:05 PM,West,190
Washington Dc,1/16/2026 7:35:05 PM,Northeast,3
Storytelling,1/16/2026 7:35:05 PM,Midwest,7
Dark Wave,1/16/2026 7:35:05 PM,Southeast,46
Avant-Folk,1/16/2026 7:35:05 PM,Midwest,1
Pop Punk,1/16/2026 7:35:05 PM,Northeast,2491
Post-Grunge,1/16/2026 7:35:05 PM,Midwest,446
British,1/16/2026 7:35:05 PM,Northeast,500
P-Pop,1/16/2026 7:35:05 PM,Midwest,8
Neoclassical Metal,1/16/2026 7:35:05 PM,Midwest,16
Italo Disco,1/16/2026 7:35:05 PM,Southeast,1
Electro Swing,1/16/2026 7:35:05 PM,Midwest,84
Art Pop,1/16/2026 7:35:05 PM,Southeast,172
Queer,1/16/2026 7:35:05 PM,Northeast,81
Jungle,1/16/2026 7:35:05 PM,Southeast,6
70S,1/16/2026 7:35:05 PM,West,8
Symphonic Black Metal,1/16/2026 7:35:05 PM,Unknown,12
Occult Rock,1/16/2026 7:35:05 PM,Southeast,1
Organist,1/16/2026 7:35:05 PM,Midwest,37
2008 Universal Fire Victim,1/16/2026 7:35:05 PM,Northeast,87
Afrobeats,1/16/2026 7:35:05 PM,Northeast,3
Childrens Music,1/16/2026 7:35:05 PM,Northeast,7
Mbalax,1/16/2026 7:35:05 PM,Southeast,1
Contemporary Christian,1/16/2026 7:35:05 PM,Southeast,1371
Pianist,1/16/2026 7:35:05 PM,Midwest,21
Hip House,1/16/2026 7:35:05 PM,Northeast,33
Trumpet,1/16/2026 7:35:05 PM,Northeast,3
Christian Hip-Hop,1/16/2026 7:35:05 PM,Northeast,7
Noyz Narcos & Fritz Da Cat,1/16/2026 7:35:05 PM,Southeast,1
Classical,1/16/2026 7:35:05 PM,Southeast,2480
Future Garage,1/16/2026 7:35:05 PM,West,41
Power Pop,1/16/2026 7:35:05 PM,Unknown,14
Hip-Hop,1/16/2026 7:35:05 PM,West,37
Texas Blues,1/16/2026 7:35:05 PM,Midwest,20
Reggaeton,1/16/2026 7:35:05 PM,West,389
Neofolk,1/16/2026 7:35:05 PM,Southeast,8
Jazz,1/16/2026 7:35:05 PM,Unknown,134
Nintendocore,1/16/2026 7:35:05 PM,Northeast,5
Score,1/16/2026 7:35:05 PM,Northeast,11
Dreampop,1/16/2026 7:35:05 PM,Northeast,1
Pop-Soul,1/16/2026 7:35:05 PM,Unknown,1
Latin Ballad,1/16/2026 7:35:05 PM,Southeast,123
Seen Live,1/16/2026 7:35:05 PM,Northeast,3
Gospel,1/16/2026 7:35:05 PM,Unknown,4
Afrobeat,1/16/2026 7:35:05 PM,West,67
Tex-Mex,1/16/2026 7:35:05 PM,West,11
Adam Gray,1/16/2026 7:35:05 PM,Southeast,17
Praise & Worship,1/16/2026 7:35:05 PM,Southeast,118
Industrial,1/16/2026 7:35:05 PM,Northeast,70
Goa,1/16/2026 7:35:05 PM,Northeast,13
Alternative Hardcore,1/16/2026 7:35:05 PM,Midwest,23
Nuevo Flamenco,1/16/2026 7:35:05 PM,Midwest,26
Swamp Rock,1/16/2026 7:35:05 PM,Northeast,383
Dirty Rap,1/16/2026 7:35:05 PM,Northeast,6
Ireland,1/16/2026 7:35:05 PM,Northeast,4
Slam Poetry,1/16/2026 7:35:05 PM,Northeast,127
Teen Pop,1/16/2026 7:35:05 PM,Northeast,227
Goa Trance,1/16/2026 7:35:05 PM,Midwest,48
War,1/16/2026 7:35:05 PM,Southeast,15
Progressive Rock,1/16/2026 7:35:05 PM,West,1488
Nu Jazz,1/16/2026 7:35:05 PM,West,30
Singer,1/16/2026 7:35:05 PM,Northeast,13
Electro,1/16/2026 7:35:05 PM,Unknown,4
Hill Country Blues,1/16/2026 7:35:05 PM,Northeast,19
Puerto Rican,1/16/2026 7:35:05 PM,Midwest,2
Groove Metal,1/16/2026 7:35:05 PM,Northeast,246
Neo Soul,1/16/2026 7:35:05 PM,Northeast,94
Deathgrind,1/16/2026 7:35:05 PM,Unknown,1
Spotify Boycott,1/16/2026 7:35:05 PM,Northeast,4
Minimal Techno,1/16/2026 7:35:05 PM,Midwest,3
Electro-Industrial,1/16/2026 7:35:05 PM,Midwest,41
Synthpop,1/16/2026 7:35:05 PM,Unknown,4
Animator,1/16/2026 7:35:05 PM,Northeast,3
Electro,1/16/2026 7:35:05 PM,West,239
Alternative Metal,1/16/2026 7:35:05 PM,Midwest,2367
Mbaqanga,1/16/2026 7:35:05 PM,West,13
Glam Revival,1/16/2026 7:35:05 PM,West,4
Italo-Disco,1/16/2026 7:35:05 PM,West,9
Americana,1/16/2026 7:35:05 PM,Southeast,101
Andy Blueman,1/16/2026 7:35:05 PM,Southeast,1
Phoenix,1/16/2026 7:35:05 PM,Midwest,1
Lo-Fi,1/16/2026 7:35:05 PM,Midwest,85
Conductor,1/16/2026 7:35:05 PM,Midwest,31
Italian,1/16/2026 7:35:05 PM,Southeast,121
Ebm,1/16/2026 7:35:05 PM,Southeast,53
Mbaqanga,1/16/2026 7:35:05 PM,Midwest,6
Oriental Metal,1/16/2026 7:35:05 PM,Midwest,6
Beat,1/16/2026 7:35:05 PM,West,10
Awesomename,1/16/2026 7:35:05 PM,Northeast,4
Seen Live,1/16/2026 7:35:05 PM,Southeast,12
Acoustic Rock,1/16/2026 7:35:05 PM,Southeast,479
Kabarett,1/16/2026 7:35:05 PM,Midwest,12
American Idol,1/16/2026 7:35:05 PM,Northeast,23
New Age,1/16/2026 7:35:05 PM,Northeast,687
Tango,1/16/2026 7:35:05 PM,Unknown,3
Slowcore,1/16/2026 7:35:05 PM,West,10
Orchestra,1/16/2026 7:35:05 PM,Midwest,2
Parody,1/16/2026 7:35:05 PM,Southeast,14
Suboptimal Credits,1/16/2026 7:35:05 PM,West,4
Chanson Française,1/16/2026 7:35:05 PM,Southeast,288
Nu Metal,1/16/2026 7:35:05 PM,Midwest,1927
Tenor,1/16/2026 7:35:05 PM,Northeast,6
Experimental Rock,1/16/2026 7:35:05 PM,Southeast,660
Deepest Blue,1/16/2026 7:35:05 PM,Northeast,35
Southern Gospel,1/16/2026 7:35:05 PM,Southeast,113
Electropop,1/16/2026 7:35:05 PM,Northeast,422
Juicy Ibiza,1/16/2026 7:35:05 PM,West,6
Secret Machines,1/16/2026 7:35:05 PM,Northeast,45
Smooth Jazz,1/16/2026 7:35:05 PM,Unknown,13
Latin Pop,1/16/2026 7:35:05 PM,Northeast,423
Neue Deutsche Welle,1/16/2026 7:35:05 PM,West,50
Seen Live,1/16/2026 7:35:05 PM,Midwest,7
Flamenco,1/16/2026 7:35:05 PM,Northeast,141
South Africa,1/16/2026 7:35:05 PM,Northeast,1
Ccm,1/16/2026 7:35:05 PM,Southeast,1
Punjabi Duet,1/16/2026 7:35:05 PM,Southeast,1
Classical,1/16/2026 7:35:05 PM,West,1720
Cumbia Argentina,1/16/2026 7:35:05 PM,Unknown,1
Vocal Trance,1/16/2026 7:35:05 PM,Northeast,79
Nuno,1/16/2026 7:35:05 PM,West,21
Electropop,1/16/2026 7:35:05 PM,Southeast,976
Country,1/16/2026 7:35:05 PM,Northeast,4012
Artificial Language,1/16/2026 7:35:05 PM,Northeast,1
Chicago Soul,1/16/2026 7:35:05 PM,Southeast,1
Electro,1/16/2026 7:35:05 PM,Midwest,202
Heavy Rock,1/16/2026 7:35:05 PM,Midwest,2
Jazz And Blues,1/16/2026 7:35:05 PM,Southeast,69
Lăutărească,1/16/2026 7:35:05 PM,Southeast,9
Western Swing,1/16/2026 7:35:05 PM,Southeast,6
Mambo,1/16/2026 7:35:05 PM,Midwest,3
New Orleans Blues,1/16/2026 7:35:05 PM,Northeast,2
Wilkommen Collective,1/16/2026 7:35:05 PM,Midwest,4
Glam Revival,1/16/2026 7:35:05 PM,Southeast,11
Shoegaze,1/16/2026 7:35:05 PM,West,208
Ska Punk,1/16/2026 7:35:05 PM,Southeast,913
Psychedelic Pop,1/16/2026 7:35:05 PM,West,77
Alternative Pop,1/16/2026 7:35:05 PM,West,19
Soul Jazz,1/16/2026 7:35:05 PM,Northeast,23
Vocal Trance,1/16/2026 7:35:05 PM,Midwest,132
New Flamenco,1/16/2026 7:35:05 PM,West,23
Post-Metal,1/16/2026 7:35:05 PM,West,37
Welsh,1/16/2026 7:35:05 PM,Midwest,1
Glam Revival,1/16/2026 7:35:05 PM,Northeast,6
Drum And Bliss,1/16/2026 7:35:05 PM,West,3
Orchestra,1/16/2026 7:35:05 PM,Southeast,1
New Romantic,1/16/2026 7:35:05 PM,Southeast,27
Neo Soul,1/16/2026 7:35:05 PM,Midwest,146
Post-Punk,1/16/2026 7:35:05 PM,Unknown,14
African Blues,1/16/2026 7:35:05 PM,Southeast,23
The Band Of Heathens,1/16/2026 7:35:05 PM,Southeast,10
French Lyricist,1/16/2026 7:35:05 PM,Midwest,2
Tango,1/16/2026 7:35:05 PM,Midwest,80
Baggy / Madchester,1/16/2026 7:35:05 PM,West,4
Nu Metal,1/16/2026 7:35:05 PM,Northeast,1329
Big Beat,1/16/2026 7:35:05 PM,West,666
Barbershop,1/16/2026 7:35:05 PM,Northeast,2
A Cappella,1/16/2026 7:35:05 PM,Midwest,40
Bitcore,1/16/2026 7:35:05 PM,Northeast,1
Lăutărească,1/16/2026 7:35:05 PM,West,5
2010S,1/16/2026 7:35:05 PM,Midwest,1
Aln-Sh,1/16/2026 7:35:05 PM,Northeast,171
Boogie Rock,1/16/2026 7:35:05 PM,Southeast,30
Queercore,1/16/2026 7:35:05 PM,Midwest,5
Breaks,1/16/2026 7:35:05 PM,Southeast,6
Easycore,1/16/2026 7:35:05 PM,West,30
Riot Grrrl,1/16/2026 7:35:05 PM,Northeast,7
New Age,1/16/2026 7:35:05 PM,Unknown,31
Néo-Trad,1/16/2026 7:35:05 PM,Midwest,1
Afro-Cuban Jazz,1/16/2026 7:35:05 PM,Unknown,2
8-Bit,1/16/2026 7:35:05 PM,Southeast,4
Noise Rock,1/16/2026 7:35:05 PM,West,97
War,1/16/2026 7:35:05 PM,Midwest,10
Voice Actor,1/16/2026 7:35:05 PM,Midwest,4
60'S,1/16/2026 7:35:05 PM,Southeast,2
Chamber Pop,1/16/2026 7:35:05 PM,Midwest,112
Desi,1/16/2026 7:35:05 PM,Midwest,8
Praise & Worship,1/16/2026 7:35:05 PM,Unknown,2
Christian Metal,1/16/2026 7:35:05 PM,Northeast,206
Australian,1/16/2026 7:35:05 PM,Southeast,138
Secret Machines,1/16/2026 7:35:05 PM,Unknown,2
Boise,1/16/2026 7:35:05 PM,West,1
Desi,1/16/2026 7:35:05 PM,Northeast,4
Ramopunk,1/16/2026 7:35:05 PM,Northeast,3
Bergen,1/16/2026 7:35:05 PM,Southeast,2
Company As Artist,1/16/2026 7:35:05 PM,Southeast,2
Quiet Storm,1/16/2026 7:35:05 PM,West,63
Techno,1/16/2026 7:35:05 PM,Unknown,3
Anti-Folk,1/16/2026 7:35:05 PM,West,312
Italo Disco,1/16/2026 7:35:05 PM,Northeast,1
Western,1/16/2026 7:35:05 PM,Midwest,5
Lounge,1/16/2026 7:35:05 PM,Midwest,95
Power Electronics,1/16/2026 7:35:05 PM,Southeast,7
Chile,1/16/2026 7:35:05 PM,Midwest,1
2008 Universal Fire Victim,1/16/2026 7:35:05 PM,Southeast,234
Idm,1/16/2026 7:35:05 PM,Midwest,102
Ambient Techno,1/16/2026 7:35:05 PM,Midwest,1
Dancehall,1/16/2026 7:35:05 PM,Southeast,717
Country Blues,1/16/2026 7:35:05 PM,Southeast,23
Funk Rock,1/16/2026 7:35:05 PM,Southeast,10
Metalcore,1/16/2026 7:35:05 PM,Unknown,51
Synth-Pop,1/16/2026 7:35:05 PM,West,841
A Cappella,1/16/2026 7:35:05 PM,Southeast,61
Hip Hop Soul,1/16/2026 7:35:05 PM,Northeast,2
Jump Blues,1/16/2026 7:35:05 PM,Midwest,1
Pop-Rap,1/16/2026 7:35:05 PM,Northeast,1
Spoken Word,1/16/2026 7:35:05 PM,Northeast,1
Parolier,1/16/2026 7:35:05 PM,Midwest,5
Hard-Rock,1/16/2026 7:35:05 PM,West,6
Néo-Zélandais,1/16/2026 7:35:05 PM,Northeast,2
South African,1/16/2026 7:35:05 PM,Northeast,5
Opera,1/16/2026 7:35:05 PM,Southeast,30
Christian,1/16/2026 7:35:05 PM,Unknown,5
España,1/16/2026 7:35:05 PM,Southeast,35
Hiphop,1/16/2026 7:35:05 PM,Northeast,1
Finnish Rock,1/16/2026 7:35:05 PM,Midwest,1
Us,1/16/2026 7:35:05 PM,Midwest,10
Emo Pop,1/16/2026 7:35:05 PM,Northeast,129
Pop Female Singer-Songwriter,1/16/2026 7:35:05 PM,Southeast,5
70S,1/16/2026 7:35:05 PM,Midwest,4
Néo-Zélandais,1/16/2026 7:35:05 PM,West,5
Icelandic,1/16/2026 7:35:05 PM,Southeast,2
United States,1/16/2026 7:35:05 PM,West,28
Hard Bop,1/16/2026 7:35:05 PM,Southeast,23
Electronic,1/16/2026 7:35:05 PM,Southeast,10412
Instrumental,1/16/2026 7:35:05 PM,Unknown,1
Thrash Industrial Metal,1/16/2026 7:35:05 PM,Northeast,1
Singer/Songwriter,1/16/2026 7:35:05 PM,Unknown,2
Christian,1/16/2026 7:35:05 PM,Southeast,381
Surf,1/16/2026 7:35:05 PM,Midwest,56
Death By Cancer,1/16/2026 7:35:05 PM,West,1
Clarinetist,1/16/2026 7:35:05 PM,West,5
Parody,1/16/2026 7:35:05 PM,Northeast,2
Artificial Language,1/16/2026 7:35:05 PM,West,1
Fictitious Artist,1/16/2026 7:35:05 PM,West,75
Doo-Wop,1/16/2026 7:35:05 PM,West,445
Industrial,1/16/2026 7:35:05 PM,Southeast,200
Hardcore,1/16/2026 7:35:05 PM,Northeast,59
German,1/16/2026 7:35:05 PM,West,535
Neo-Classic,1/16/2026 7:35:05 PM,West,2
Death By Drowning,1/16/2026 7:35:05 PM,Northeast,2
Canadian,1/16/2026 7:35:05 PM,Northeast,72
Detroit Techno,1/16/2026 7:35:05 PM,West,2
Nortec,1/16/2026 7:35:05 PM,Northeast,3
Alternative Metal,1/16/2026 7:35:05 PM,Northeast,1694
Worldbeat,1/16/2026 7:35:05 PM,Northeast,7
Women Composers,1/16/2026 7:35:05 PM,Unknown,2
Dub,1/16/2026 7:35:05 PM,Midwest,300
עברי,1/16/2026 7:35:05 PM,Southeast,7
Easycore,1/16/2026 7:35:05 PM,Midwest,21
Exotica,1/16/2026 7:35:05 PM,Midwest,1
Thrash Metal,1/16/2026 7:35:05 PM,Unknown,39
Technical Prog Metal,1/16/2026 7:35:05 PM,Northeast,7
Psychedelic Pop,1/16/2026 7:35:05 PM,Southeast,103
Speed Metal,1/16/2026 7:35:05 PM,Southeast,2
Eurovision,1/16/2026 7:35:05 PM,Southeast,2
Christian Rap,1/16/2026 7:35:05 PM,Northeast,17
Clockwork Punk,1/16/2026 7:35:05 PM,Southeast,3
Dance And Electronica,1/16/2026 7:35:05 PM,Unknown,6
Middle Class Rut,1/16/2026 7:35:05 PM,West,5
Rebetiko,1/16/2026 7:35:05 PM,Southeast,2
Electropunk,1/16/2026 7:35:05 PM,Midwest,6
Honky Tonk,1/16/2026 7:35:05 PM,Northeast,3
Surf Rock,1/16/2026 7:35:05 PM,Unknown,3
Instrumental Jazz,1/16/2026 7:35:05 PM,Southeast,2
Anti-Folk,1/16/2026 7:35:05 PM,Northeast,188
Art Pop,1/16/2026 7:35:05 PM,Midwest,102
Depressive Black Metal,1/16/2026 7:35:05 PM,West,1
Rock And Indie,1/16/2026 7:35:05 PM,Northeast,799
Deathcore,1/16/2026 7:35:05 PM,Northeast,163
Psychedelic Rock,1/16/2026 7:35:05 PM,Southeast,785
Contemporary Gospel,1/16/2026 7:35:05 PM,Northeast,12
Doom Jazz,1/16/2026 7:35:05 PM,West,1
New Weird America,1/16/2026 7:35:05 PM,Midwest,4
Countrytronica,1/16/2026 7:35:05 PM,Southeast,1
Pop Punk,1/16/2026 7:35:05 PM,West,4170
Heavy Metal,1/16/2026 7:35:05 PM,Unknown,41
Mushroom,1/16/2026 7:35:05 PM,Southeast,1
Crunk,1/16/2026 7:35:05 PM,West,5
New Romantic,1/16/2026 7:35:05 PM,Northeast,13
Heavy Blues Rock,1/16/2026 7:35:05 PM,Northeast,3
Vallenato,1/16/2026 7:35:05 PM,Northeast,89
Brazilian,1/16/2026 7:35:05 PM,West,191
Fictitious Artist,1/16/2026 7:35:05 PM,Southeast,76
Contemporary Gospel,1/16/2026 7:35:05 PM,West,27
Alternative Folk,1/16/2026 7:35:05 PM,Southeast,11
Spanish,1/16/2026 7:35:05 PM,Midwest,72
British Folk Rock,1/16/2026 7:35:05 PM,West,4
Mathcore,1/16/2026 7:35:05 PM,Southeast,70
Contemporary Country,1/16/2026 7:35:05 PM,Northeast,163
Delta Blues,1/16/2026 7:35:05 PM,Unknown,3
Gothic Metal,1/16/2026 7:35:05 PM,Northeast,155
New Age,1/16/2026 7:35:05 PM,Midwest,950
Musical,1/16/2026 7:35:05 PM,West,58
Banda Sinaloense,1/16/2026 7:35:05 PM,West,2
Eurobeat,1/16/2026 7:35:05 PM,Midwest,1
Hi-Nrg,1/16/2026 7:35:05 PM,Northeast,13
Tejano,1/16/2026 7:35:05 PM,Southeast,218
Latin Jazz,1/16/2026 7:35:05 PM,Midwest,21
Medieval,1/16/2026 7:35:05 PM,Northeast,12
Hill Country Blues,1/16/2026 7:35:05 PM,West,25
Samba,1/16/2026 7:35:05 PM,Unknown,19
Horrorcore,1/16/2026 7:35:05 PM,Unknown,6
Slam Poetry,1/16/2026 7:35:05 PM,Unknown,2
Bebop,1/16/2026 7:35:05 PM,Northeast,4
Flamenco,1/16/2026 7:35:05 PM,Unknown,2
Lafee,1/16/2026 7:35:05 PM,Midwest,5
Italo Dance,1/16/2026 7:35:05 PM,West,3
Español,1/16/2026 7:35:05 PM,Unknown,1
2013,1/16/2026 7:35:05 PM,Northeast,8
Fixme Artist Credits,1/16/2026 7:35:05 PM,West,55
Apocalyptic Folk,1/16/2026 7:35:05 PM,West,27
Transition,1/16/2026 7:35:05 PM,Midwest,10
Brass Band,1/16/2026 7:35:05 PM,West,3
Awesomename,1/16/2026 7:35:05 PM,West,4
Baritone,1/16/2026 7:35:05 PM,West,1
Jerk Rap,1/16/2026 7:35:05 PM,Unknown,1
Session,1/16/2026 7:35:05 PM,Northeast,20
Rnb,1/16/2026 7:35:05 PM,Midwest,8
Pagode Romântico,1/16/2026 7:35:05 PM,Southeast,1
Cantautore,1/16/2026 7:35:05 PM,Northeast,3
Alternative,1/16/2026 7:35:05 PM,West,17
Riot Grrrl,1/16/2026 7:35:05 PM,West,21
Hard-Rock,1/16/2026 7:35:05 PM,Midwest,5
Musical,1/16/2026 7:35:05 PM,Southeast,75
Franc,1/16/2026 7:35:05 PM,Southeast,17
Jazz Rock,1/16/2026 7:35:05 PM,Unknown,7
Tsugaru-Jamisen,1/16/2026 7:35:05 PM,Southeast,1
Rap Metal,1/16/2026 7:35:05 PM,Midwest,1
Cantopop,1/16/2026 7:35:05 PM,Northeast,3
Female Vocals,1/16/2026 7:35:05 PM,West,2
Irish,1/16/2026 7:35:05 PM,Midwest,21
Alternative Pop,1/16/2026 7:35:05 PM,Midwest,21
Freeform Hardcore,1/16/2026 7:35:05 PM,Midwest,1
Author,1/16/2026 7:35:05 PM,Northeast,7
Producer,1/16/2026 7:35:05 PM,West,12
Komşu,1/16/2026 7:35:05 PM,Midwest,4
Women Composers,1/16/2026 7:35:05 PM,Midwest,7
Fiddler,1/16/2026 7:35:05 PM,Southeast,1
Neo-Soul,1/16/2026 7:35:05 PM,Southeast,125
Magtens Korridorer,1/16/2026 7:35:05 PM,West,13
P-Funk,1/16/2026 7:35:05 PM,West,63
Contemporary Classical,1/16/2026 7:35:05 PM,West,5
Boy Band,1/16/2026 7:35:05 PM,West,35
Suboptimal Credits,1/16/2026 7:35:05 PM,Midwest,3
Cumbia Villera,1/16/2026 7:35:05 PM,West,7
France,1/16/2026 7:35:05 PM,Southeast,7
Salsa,1/16/2026 7:35:05 PM,Northeast,235
Horror Punk,1/16/2026 7:35:05 PM,West,150
Mambo,1/16/2026 7:35:05 PM,West,3
Cabaret,1/16/2026 7:35:05 PM,Midwest,2
Greek,1/16/2026 7:35:05 PM,Midwest,138
Europop,1/16/2026 7:35:05 PM,Midwest,65
American,1/16/2026 7:35:05 PM,Unknown,18
Charity,1/16/2026 7:35:05 PM,Southeast,1
Ao Vivo,1/16/2026 7:35:05 PM,Southeast,11
Glam Metal,1/16/2026 7:35:05 PM,Unknown,6
Levenslied,1/16/2026 7:35:05 PM,Midwest,11
Joik,1/16/2026 7:35:05 PM,Midwest,1
